Edad,TipoEmpleo,Educación,EstadoCivil,Profesión,Raza,Género,CargaHorariaSemanal,IngresoAnual
77,Otro/Desconocido,Secundario,Viudx,Otro/Desconocido,Blancx,Femenino,14,50milO-
19,Gubernamental,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,15,50milO-
52,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,55,+50mil
42,Privado,Universitario,Casadx,Servicio,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
35,Privado,Secundario,Separadx,Oficinista,Blancx,Femenino,36,50milO-
27,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,50,50milO-
54,Gubernamental,Secundario,Solterx,Servicio,Negrx,Femenino,38,50milO-
37,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
37,Privado,10º,Casadx,Obrero,Blancx,Masculino,35,50milO-
28,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,30,50milO-
63,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,40,50milO-
19,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,42,50milO-
28,Privado,Universitario,Solterx,Ventas,Blancx,Femenino,40,50milO-
23,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
44,Privado,FormaciónProfesional,Solterx,Profesional,Blancx,Femenino,40,+50mil
31,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,+50mil
35,Privado,Universitario,Solterx,Ventas,Asiáticx/IsleñxDelPacífico,Masculino,50,+50mil
64,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,50,50milO-
40,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
59,Gubernamental,Tecnicatura,Divorciadx,Profesional,Blancx,Femenino,50,50milO-
22,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,40,50milO-
40,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,44,50milO-
35,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,40,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,15,50milO-
35,Gubernamental,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
28,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,48,50milO-
28,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
37,Otro/Desconocido,UniversitarioIncompleto,Casadx,Otro/Desconocido,Blancx,Masculino,20,50milO-
72,Otro/Desconocido,Doctorado,Casadx,Otro/Desconocido,Blancx,Masculino,6,+50mil
25,Autónomo,Tecnicatura,Solterx,Ventas,Blancx,Masculino,60,50milO-
37,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
19,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,45,50milO-
31,Privado,Tecnicatura,Divorciadx,Ventas,Blancx,Femenino,38,50milO-
41,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
31,Privado,10º,Casadx,Servicio,Blancx,Masculino,40,+50mil
44,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Oficinista,Negrx,Masculino,47,50milO-
57,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,50,50milO-
26,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,12,50milO-
44,Autónomo,Secundario,Casadx,Oficinista,Blancx,Masculino,60,50milO-
29,Gubernamental,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
36,Privado,Secundario,Casadx,Profesional,Blancx,Masculino,40,+50mil
40,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,+50mil
21,Privado,Tecnicatura,Solterx,Servicio,Negrx,Masculino,35,50milO-
21,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,70,50milO-
34,Autónomo,FormaciónProfesional,Separadx,Profesional,Blancx,Masculino,48,+50mil
24,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,15,50milO-
28,Privado,10º,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
35,Privado,Secundario,Separadx,Obrero,Blancx,Masculino,50,50milO-
35,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
38,Gubernamental,Universitario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
44,Gubernamental,Secundario,Divorciadx,Oficinista,Negrx,Femenino,40,50milO-
39,Privado,Universitario,Casadx,Obrero,Blancx,Femenino,40,+50mil
57,Gubernamental,Secundario,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
19,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,40,50milO-
29,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,48,50milO-
23,Privado,Secundario,Solterx,Obrero,Negrx,Masculino,40,50milO-
50,Privado,Secundario,Viudx,Servicio,Blancx,Femenino,40,50milO-
51,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,20,50milO-
28,Privado,Tecnicatura,Divorciadx,Obrero,Indígena/Esquimal,Masculino,40,50milO-
44,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,60,50milO-
29,Autónomo,Universitario,Solterx,Profesional,Negrx,Masculino,40,50milO-
31,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,45,50milO-
27,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,45,+50mil
34,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,45,50milO-
50,Autónomo,FormaciónProfesional,Casadx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,50,+50mil
27,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,+50mil
31,Privado,Tecnicatura,Solterx,Oficinista,Negrx,Femenino,40,50milO-
46,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,+50mil
39,Privado,UniversitarioIncompleto,Solterx,Oficinista,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
40,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,55,+50mil
28,Privado,11º,Divorciadx,Ventas,Blancx,Masculino,40,50milO-
18,Privado,Secundario,Solterx,Ventas,Blancx,Femenino,40,50milO-
51,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
58,Autónomo,Secundario,Divorciadx,Ventas,Blancx,Masculino,50,50milO-
66,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,50milO-
36,Autónomo,Secundario,Casadx,Servicio,Asiáticx/IsleñxDelPacífico,Femenino,20,50milO-
38,Privado,11º,Divorciadx,Obrero,Blancx,Femenino,60,50milO-
25,Privado,Tecnicatura,Solterx,Oficinista,Blancx,Masculino,40,50milO-
25,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,22,50milO-
90,Privado,11º,Solterx,Obrero,Blancx,Masculino,40,50milO-
41,Gubernamental,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
34,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Negrx,Femenino,40,50milO-
33,Privado,Universitario,Divorciadx,Profesional,Blancx,Femenino,40,50milO-
33,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
35,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,45,+50mil
39,Autónomo,Secundario,Solterx,Obrero,Negrx,Femenino,20,50milO-
59,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,60,50milO-
19,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,16,50milO-
39,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,38,50milO-
19,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
27,Privado,Secundario,Solterx,Obrero,Blancx,Femenino,40,50milO-
52,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,40,50milO-
59,Autónomo,Secundario,Divorciadx,Servicio,Blancx,Femenino,24,50milO-
28,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
37,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,50,50milO-
50,Otro/Desconocido,10º,Casadx,Otro/Desconocido,Blancx,Masculino,99,50milO-
36,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
34,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,60,+50mil
23,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,40,50milO-
19,Otro/Desconocido,11º,Solterx,Otro/Desconocido,Blancx,Femenino,30,50milO-
33,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,84,50milO-
27,Gubernamental,Magíster,Solterx,Profesional,Blancx,Masculino,52,50milO-
31,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,40,50milO-
21,Privado,10º,Casadx,Obrero,Blancx,Masculino,36,50milO-
31,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,54,50milO-
59,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
40,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,48,+50mil
19,Privado,11º,Solterx,Obrero,Blancx,Masculino,40,50milO-
47,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,50,50milO-
34,Privado,Universitario,Solterx,Obrero,Blancx,Masculino,40,50milO-
57,Privado,Secundario,Casadx,Servicio,Blancx,Masculino,78,50milO-
51,Gubernamental,9º,Casadx,Obrero,Negrx,Masculino,40,50milO-
21,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,20,50milO-
30,Autónomo,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,50,50milO-
46,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,45,50milO-
40,Privado,Universitario,Solterx,Ventas,Blancx,Femenino,45,50milO-
52,Privado,Preescolar,Casadx,Servicio,Blancx,Masculino,40,50milO-
23,Privado,Universitario,Solterx,Ventas,Asiáticx/IsleñxDelPacífico,Masculino,50,50milO-
90,Otro/Desconocido,Universitario,Viudx,Otro/Desconocido,Blancx,Femenino,10,50milO-
25,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,50,50milO-
43,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,45,50milO-
38,Gubernamental,UniversitarioIncompleto,Divorciadx,Servicio,Indígena/Esquimal,Femenino,40,+50mil
22,Privado,Tecnicatura,Solterx,Servicio,Blancx,Femenino,30,50milO-
33,Gubernamental,Universitario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
34,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Masculino,40,+50mil
65,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,20,50milO-
50,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,15,50milO-
29,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,48,50milO-
25,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
54,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
49,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
44,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
24,Privado,9º,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
25,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,38,50milO-
65,Gubernamental,Secundario,Casadx,Obrero,Blancx,Masculino,20,50milO-
56,Autónomo,Secundario,Casadx,Oficinista,Negrx,Masculino,45,50milO-
39,Autónomo,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,60,+50mil
23,Privado,Universitario,Solterx,Profesional,Blancx,Femenino,40,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,20,50milO-
24,Privado,5º-6º,Solterx,Obrero,Blancx,Masculino,40,50milO-
41,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,50,+50mil
40,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,50,50milO-
55,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,50,+50mil
38,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,48,50milO-
23,Privado,Secundario,Solterx,Oficinista,Negrx,Femenino,40,50milO-
44,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,50,50milO-
45,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,+50mil
20,Autónomo,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,12,50milO-
29,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
43,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,40,50milO-
30,Privado,12º,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
28,Gubernamental,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,38,50milO-
31,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
52,Privado,Secundario,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
36,Privado,Universitario,Casadx,Profesional,Blancx,Femenino,50,+50mil
38,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,45,50milO-
66,Otro/Desconocido,UniversitarioIncompleto,Casadx,Otro/Desconocido,Blancx,Masculino,40,50milO-
63,Autónomo,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,50milO-
21,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,35,50milO-
33,Gubernamental,Secundario,Divorciadx,Oficinista,Blancx,Masculino,40,50milO-
46,Gubernamental,UniversitarioIncompleto,Divorciadx,Profesional,Blancx,Femenino,50,50milO-
20,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,20,50milO-
47,Autónomo,Universitario,Solterx,Ventas,Blancx,Masculino,60,50milO-
33,Privado,Doctorado,Casadx,Profesional,Blancx,Masculino,55,+50mil
66,Otro/Desconocido,7º-8º,Solterx,Otro/Desconocido,Negrx,Masculino,30,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,30,50milO-
28,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
46,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,28,50milO-
25,Privado,UniversitarioIncompleto,Casadx,Ventas,Negrx,Masculino,45,50milO-
37,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
31,Autónomo,9º,Casadx,Obrero,Blancx,Masculino,60,50milO-
49,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
22,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,20,50milO-
52,Privado,Tecnicatura,Casadx,Servicio,Blancx,Femenino,20,+50mil
29,Privado,Tecnicatura,Casadx,Oficinista,Blancx,Femenino,50,50milO-
18,Privado,11º,Solterx,Servicio,Blancx,Femenino,20,50milO-
31,Gubernamental,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,35,50milO-
23,Privado,UniversitarioIncompleto,Solterx,Servicio,Asiáticx/IsleñxDelPacífico,Femenino,35,50milO-
27,Otro/Desconocido,Tecnicatura,Casadx,Otro/Desconocido,Indígena/Esquimal,Femenino,40,+50mil
54,Autónomo,10º,Casadx,Ventas,Blancx,Masculino,65,50milO-
50,Gubernamental,Secundario,Divorciadx,Servicio,Blancx,Femenino,49,50milO-
46,Privado,Magíster,Casadx,Servicio,Blancx,Masculino,40,+50mil
24,Privado,Universitario,Solterx,Obrero,Blancx,Femenino,40,50milO-
17,Otro/Desconocido,11º,Solterx,Otro/Desconocido,Blancx,Femenino,18,50milO-
49,Autónomo,Secundario,Separadx,Servicio,Blancx,Masculino,45,50milO-
54,Gubernamental,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
41,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,60,+50mil
49,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
36,Gubernamental,Universitario,Solterx,Profesional,Blancx,Femenino,35,50milO-
23,Privado,Secundario,Solterx,Obrero,Negrx,Masculino,40,50milO-
63,Privado,UniversitarioIncompleto,Viudx,Servicio,Blancx,Femenino,40,50milO-
67,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,+50mil
23,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
22,Privado,Universitario,Solterx,Profesional,Blancx,Masculino,40,50milO-
66,Privado,Tecnicatura,Casadx,Oficinista,Blancx,Masculino,30,50milO-
25,Privado,11º,Casadx,Obrero,Blancx,Masculino,50,50milO-
30,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Femenino,20,50milO-
35,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
67,Autónomo,7º-8º,Casadx,Oficinista,Blancx,Masculino,40,50milO-
30,Privado,12º,Solterx,Obrero,Negrx,Masculino,40,50milO-
26,Privado,UniversitarioIncompleto,Solterx,Obrero,Negrx,Femenino,38,50milO-
34,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
21,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,40,50milO-
18,Privado,12º,Solterx,Obrero,Blancx,Masculino,10,50milO-
21,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
76,Autónomo,9º,Casadx,Profesional,Blancx,Masculino,40,50milO-
51,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Asiáticx/IsleñxDelPacífico,Masculino,70,50milO-
26,Privado,Secundario,Casadx,Obrero,Blancx,Femenino,56,50milO-
18,Privado,12º,Solterx,Servicio,Blancx,Femenino,25,50milO-
18,Otro/Desconocido,11º,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
34,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,50,50milO-
59,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
55,Privado,Universitario,Separadx,Oficinista,Blancx,Masculino,45,+50mil
33,Autónomo,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,72,50milO-
25,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,10,50milO-
48,Privado,Secundario,Viudx,Obrero,Blancx,Femenino,10,50milO-
64,Privado,Universitario,Divorciadx,Ventas,Blancx,Femenino,5,50milO-
47,Gubernamental,Magíster,Solterx,Profesional,Blancx,Femenino,45,+50mil
26,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,40,50milO-
36,Privado,Tecnicatura,Casadx,Profesional,Blancx,Masculino,48,+50mil
21,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
54,Otro/Desconocido,7º-8º,Solterx,Otro/Desconocido,Blancx,Femenino,25,50milO-
30,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,44,50milO-
41,Autónomo,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
53,Otro/Desconocido,Magíster,Solterx,Otro/Desconocido,Blancx,Femenino,35,+50mil
34,Privado,UniversitarioIncompleto,Solterx,Ventas,Negrx,Masculino,30,50milO-
20,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,35,50milO-
24,Privado,10º,Solterx,Ventas,Blancx,Masculino,49,50milO-
26,Privado,Universitario,Solterx,Profesional,Blancx,Femenino,20,50milO-
25,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,48,50milO-
35,Privado,UniversitarioIncompleto,Divorciadx,Ventas,Blancx,Femenino,36,50milO-
41,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,40,+50mil
33,Privado,11º,Solterx,Obrero,Blancx,Masculino,40,50milO-
18,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,25,50milO-
27,Autónomo,Secundario,Separadx,Oficinista,Blancx,Masculino,38,50milO-
32,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,35,50milO-
51,Gubernamental,Secundario,Solterx,Servicio,Negrx,Masculino,40,50milO-
38,Privado,Tecnicatura,Divorciadx,Oficinista,Negrx,Femenino,40,50milO-
41,Gubernamental,UniversitarioIncompleto,Casadx,Obrero,Blancx,Femenino,25,50milO-
26,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
38,Autónomo,Tecnicatura,Divorciadx,Oficinista,Blancx,Masculino,35,50milO-
54,Privado,9º,Casadx,Oficinista,Blancx,Masculino,45,+50mil
30,Privado,Universitario,Solterx,Profesional,Blancx,Femenino,60,50milO-
31,Privado,UniversitarioIncompleto,Viudx,Oficinista,Blancx,Femenino,30,50milO-
26,Gubernamental,Universitario,Solterx,Profesional,Blancx,Masculino,40,50milO-
75,Autónomo,Doctorado,Casadx,Profesional,Blancx,Masculino,3,50milO-
29,Privado,Magíster,Solterx,Obrero,Negrx,Masculino,40,50milO-
61,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
24,Privado,UniversitarioIncompleto,Separadx,Ventas,Blancx,Femenino,45,50milO-
22,Otro/Desconocido,12º,Solterx,Otro/Desconocido,Blancx,Masculino,30,50milO-
34,Privado,Tecnicatura,Solterx,Profesional,Blancx,Masculino,40,50milO-
42,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
24,Privado,11º,Solterx,Obrero,Blancx,Masculino,40,50milO-
42,Autónomo,Tecnicatura,Casadx,Ventas,Blancx,Masculino,40,50milO-
27,Gubernamental,Secundario,Solterx,Obrero,Negrx,Masculino,40,50milO-
39,Gubernamental,Universitario,Casadx,Profesional,Blancx,Femenino,50,+50mil
20,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
51,Privado,11º,Solterx,Servicio,Negrx,Femenino,40,50milO-
68,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,30,50milO-
28,Gubernamental,Secundario,Solterx,Obrero,Blancx,Masculino,48,50milO-
43,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
35,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
44,Privado,Secundario,Divorciadx,Oficinista,Negrx,Femenino,40,50milO-
41,Privado,Universitario,Solterx,Obrero,Blancx,Masculino,40,50milO-
44,Privado,Secundario,Casadx,Servicio,Blancx,Masculino,45,+50mil
20,Privado,Secundario,Casadx,Oficinista,Blancx,Femenino,40,50milO-
46,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,75,+50mil
27,Autónomo,Tecnicatura,Casadx,Obrero,Blancx,Masculino,70,+50mil
32,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,50,50milO-
46,Privado,UniversitarioIncompleto,Divorciadx,Ventas,Blancx,Masculino,50,50milO-
26,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,24,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Oficinista,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
36,Privado,Secundario,Casadx,Obrero,Blancx,Femenino,40,50milO-
49,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
32,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,55,+50mil
32,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,50,+50mil
49,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,40,+50mil
36,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,45,50milO-
22,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,25,50milO-
52,Gubernamental,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
42,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
22,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
72,Privado,Secundario,Viudx,Servicio,Blancx,Femenino,16,50milO-
30,Gubernamental,Universitario,Separadx,Profesional,Blancx,Femenino,40,50milO-
44,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
23,Privado,Universitario,Solterx,Ventas,Blancx,Femenino,45,50milO-
22,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,20,50milO-
59,Privado,Universitario,Separadx,Oficinista,Blancx,Masculino,60,50milO-
46,Privado,Secundario,Divorciadx,Profesional,Blancx,Femenino,40,50milO-
30,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,50milO-
64,Gubernamental,7º-8º,Viudx,Servicio,Blancx,Femenino,30,50milO-
